X1_1,resid,hhid,mail,vote2006,vote2008,vote2010,vote2011,vote2012,vote2014,d_age,age_miss,d_gend_female,d_gend_unknown,d_race_blk,d_race_hsp,d_race_oth,d_days,days_miss,sdef,never_voted,open,vote_year
12593,12593,12449,0,0,0,0,0,0,0,37,0,1,0,0,0,0,1278,0,1,1,0,0
12594,12594,11830,0,0,0,0,0,0,0,59,0,0,0,1,0,0,727,0,0,1,0,0
12595,12595,254,0,0,0,0,0,0,0,55,0,0,0,1,0,0,2114,0,1,1,0,0
12596,12596,2119,0,0,0,0,0,0,0,23,0,1,0,1,0,0,1267,0,1,1,0,0
12597,12597,13483,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1237,0,1,1,0,0
12604,12604,14175,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1208,0,1,1,0,0
12605,12605,7707,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,0,0
12606,12606,14093,0,0,0,0,0,1,0,40.967773,1,0,1,1,0,0,739,0,0,0,0,2012
12608,12608,9330,0,0,0,0,0,0,0,48,0,0,0,1,0,0,762,0,0,1,0,0
12610,12610,6425,0,0,0,0,0,0,0,65,0,1,0,1,0,0,2216,0,0,1,0,0
12613,12613,18054,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1856,0,1,1,0,0
12614,12614,1658,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1252,0,1,1,0,0
12615,12615,8366,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1285,0,1,1,0,0
12616,12616,18901,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1197,0,1,1,0,0
12618,12618,4906,0,0,0,0,0,0,0,27,0,1,0,1,0,0,2463,0,0,1,0,0
12620,12620,6940,0,0,0,0,0,0,0,29,0,0,0,1,0,0,10014,0,1,1,0,0
12623,12623,7069,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1582,0,1,1,0,0
12625,12625,11228,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1251,0,1,1,0,0
12626,12626,4109,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1564,0,1,1,0,0
12627,12627,11080,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,785,0,1,1,0,0
12629,12629,5441,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2294,0,0,1,0,0
12630,12630,3339,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,405,0,0,1,0,0
12631,12631,6933,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1341,0,1,1,0,0
12633,12633,13940,0,0,0,0,0,0,0,32,0,0,0,1,0,0,1224,0,1,1,0,0
12635,12635,4060,0,0,0,0,0,0,0,73,0,1,0,1,0,0,2077,0,1,1,0,0
12637,12637,4849,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1208,0,1,1,0,0
12638,12638,1656,0,0,0,0,0,0,0,57,0,1,0,0,0,0,1357,0,1,1,0,0
12639,12639,3323,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2246,0,0,1,0,0
12640,12640,18651,0,0,0,0,0,0,0,61,0,0,0,1,0,0,1379,0,1,1,0,0
12641,12641,8248,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,1265,0,1,1,0,0
12642,12642,17156,0,0,0,0,0,0,0,23,0,0,1,1,0,0,1232,0,1,1,0,0
12643,12643,18195,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1168,0,1,1,0,0
12644,12644,12796,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1266,0,1,1,0,0
12645,12645,14838,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1278,0,1,1,0,0
12647,12647,18198,0,0,0,0,0,0,0,52,0,0,0,1,0,0,1264,0,1,1,0,0
12648,12648,16902,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1146,0,1,1,0,0
12649,12649,11386,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2100,0,1,1,0,0
12650,12650,12652,0,0,0,0,0,0,0,91,0,0,0,1,0,0,714,0,0,1,0,0
12651,12651,8113,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,816,0,1,1,0,0
12652,12652,7611,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1182,0,1,1,0,0
12653,12653,6453,0,0,0,0,0,0,0,27,0,0,1,1,0,0,1204,0,1,1,0,0
12654,12654,502,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2114,0,1,1,0,0
12656,12656,2217,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
12658,12658,16631,0,0,0,0,0,0,0,57,0,1,0,0,0,0,1264,0,1,1,0,0
12659,12659,3184,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1457,0,1,1,0,0
12662,12662,2159,0,0,0,0,0,0,0,51,0,0,0,1,0,0,2092,0,1,1,0,0
12663,12663,10369,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1239,0,1,1,0,0
12664,12664,12158,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,736,0,0,1,0,0
12667,12667,9365,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1650,0,1,1,0,0
12668,12668,18172,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1706,0,1,1,0,0
12669,12669,10954,0,0,0,0,0,0,0,47,0,1,0,1,0,0,2044,0,1,1,0,0
12670,12670,11332,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1835,0,1,1,0,0
12676,12676,16806,0,0,0,0,0,0,0,22,0,0,0,1,0,0,759,0,0,1,0,0
12677,12677,14845,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1840,0,1,1,0,0
12679,12679,6898,0,0,0,0,0,0,0,24,0,0,0,1,0,0,1196,0,1,1,0,0
12680,12680,5748,0,0,0,0,0,0,0,24,0,1,0,1,0,0,1125,0,1,1,0,0
12683,12683,6658,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1334,0,1,1,0,0
12684,12684,3755,0,0,0,0,0,0,0,56,0,0,0,1,0,0,1806,0,1,1,0,0
12687,12687,10987,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,932,0,1,1,0,0
12689,12689,7439,0,0,0,0,0,0,0,37,0,0,0,1,0,0,2239,0,0,1,0,0
12691,12691,2541,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1238,0,1,1,0,0
12692,12692,1742,0,0,0,0,0,0,0,38,0,1,0,1,0,0,1665,0,1,1,0,0
12695,12695,18397,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1278,0,1,1,0,0
12696,12696,17194,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1261,0,1,1,0,0
12697,12697,11854,0,0,0,0,0,0,0,26,0,1,0,1,0,0,2461,0,0,1,0,0
12698,12698,8980,0,0,0,0,0,0,0,37,0,0,0,1,0,0,-538,0,0,1,0,0
12699,12699,1940,0,0,0,0,0,0,0,43,0,1,0,1,0,0,769,0,1,1,0,0
12701,12701,7663,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1628,0,1,1,0,0
12702,12702,6979,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2433,0,0,1,0,0
12703,12703,3915,0,0,0,0,0,0,0,25,0,1,0,0,0,0,2205,0,0,1,0,0
12704,12704,3399,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1699,0,1,1,0,0
12705,12705,8776,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2063,0,1,1,0,0
12706,12706,1957,0,0,0,0,0,0,0,75,0,0,0,0,0,0,2460,0,0,1,0,0
12707,12707,997,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1985,0,1,1,0,0
12708,12708,11825,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1918,0,1,1,0,0
12709,12709,17359,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2223,0,0,1,0,0
12711,12711,526,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1573,0,1,1,0,0
12712,12712,1052,0,0,0,0,0,0,0,57,0,1,0,1,0,0,1142,0,1,1,0,0
12713,12713,1346,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1946,0,1,1,0,0
12714,12714,13925,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1678,0,1,1,0,0
12715,12715,11783,0,0,0,0,0,0,0,86,0,0,0,1,0,0,2460,0,0,0,0,0
12717,12717,11099,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1540,0,1,1,0,0
12718,12718,16978,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1519,0,1,1,0,0
12720,12720,4621,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1392,0,1,1,0,0
12722,12722,18420,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1223,0,1,1,0,0
12723,12723,8645,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2428,0,0,1,0,0
12724,12724,12299,0,0,0,0,0,0,0,45,0,0,0,1,0,0,1629,0,1,1,0,0
12726,12726,10647,0,0,0,0,0,0,0,25,0,0,1,1,0,0,2223,0,0,1,0,0
12727,12727,10898,0,0,0,0,0,0,0,23,0,0,0,1,0,0,1492,0,1,1,0,0
12728,12728,15494,0,0,0,0,0,0,0,26,0,1,0,1,0,0,1695,0,1,1,0,0
12729,12729,15034,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2461,0,0,1,0,0
12730,12730,1691,0,0,0,0,0,0,0,26,0,1,0,1,0,0,1946,0,1,1,0,0
12732,12732,5870,0,0,0,0,0,0,0,27,0,1,0,1,0,0,1729,0,1,1,0,0
12734,12734,13610,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
12735,12735,6529,0,0,0,0,0,0,1,42,0,0,0,1,0,0,550,0,0,1,0,2014
12736,12736,7961,0,0,0,0,0,0,0,36,0,0,0,1,0,0,1083,0,1,1,0,0
12737,12737,8745,0,0,0,0,0,0,0,24,0,1,0,1,0,0,1562,0,1,1,0,0
12738,12738,1985,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1191,0,1,1,0,0
12741,12741,7062,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1266,0,1,1,0,0
12743,12743,10607,0,0,0,0,0,0,0,33,0,1,0,1,0,0,499,0,0,1,0,0
12745,12745,17026,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1154,0,1,1,0,0
12747,12747,11258,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2097,0,1,1,0,0
12748,12748,13063,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1187,0,1,1,0,0
12750,12750,8153,0,0,0,0,0,0,1,40.967773,1,1,0,1,0,0,476,0,0,1,0,2014
12752,12752,7327,0,0,0,0,0,0,0,61,0,1,0,1,0,0,1057,0,1,1,0,0
12755,12755,17572,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1145,0,1,1,0,0
12757,12757,9826,0,0,0,0,0,0,0,51,0,1,0,1,0,0,2462,0,0,1,0,0
12758,12758,6953,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1197,0,1,1,0,0
12760,12760,16955,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1489,0,1,1,0,0
12761,12761,18611,0,0,0,0,0,0,0,40.967773,1,1,0,0,1,0,1800,0,1,1,0,0
12763,12763,18139,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1351,0,1,1,0,0
12765,12765,2849,0,0,0,0,0,0,0,38,0,0,0,1,0,0,2241,0,0,1,0,0
12766,12766,14676,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1239,0,1,1,0,0
12767,12767,13674,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1538,0,1,1,0,0
12768,12768,18391,0,0,0,0,0,0,0,42,0,1,0,0,0,0,2097,0,1,1,0,0
12770,12770,11289,0,0,0,0,0,0,0,24,0,1,0,0,0,0,1201,0,1,1,0,0
12771,12771,12686,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2059,0,1,1,0,0
12775,12775,14550,0,0,0,0,0,0,0,53,0,0,0,1,0,0,1996,0,1,1,0,0
12776,12776,12415,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2094,0,1,1,0,0
12778,12778,2588,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1582,0,1,1,0,0
12779,12779,6555,0,0,0,0,0,0,0,52,0,1,0,1,0,0,1163,0,1,1,0,0
12780,12780,16198,0,0,0,0,0,0,0,29,0,0,0,1,0,0,1383,0,1,1,0,0
12782,12782,13021,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1805,0,1,1,0,0
12784,12784,7779,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1539,0,1,1,0,0
12785,12785,2914,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1495,0,1,1,0,0
12786,12786,10000,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2098,0,1,1,0,0
12788,12788,8561,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1498,0,1,1,0,0
12789,12789,8489,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1289,0,1,1,0,0
12790,12790,13491,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2461,0,0,1,0,0
12791,12791,8254,0,0,1,1,1,1,1,53,0,0,0,1,0,0,637,0,0,0,0,2014
12792,12792,7959,0,0,0,0,0,0,0,27,0,0,0,1,0,0,2239,0,0,1,0,0
12793,12793,18075,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1699,0,1,1,0,0
12794,12794,10581,0,1,1,1,1,1,1,66,0,0,0,1,0,0,1167,0,0,0,0,2014
12798,12798,12690,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1974,0,1,1,0,0
12799,12799,9492,0,0,0,0,0,0,0,30,0,0,0,1,0,0,2238,0,0,1,0,0
12800,12800,16624,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1406,0,1,1,0,0
12803,12803,545,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1702,0,1,1,0,0
12804,12804,11694,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1513,0,1,1,0,0
12807,12807,338,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1225,0,1,1,0,0
12809,12809,11716,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1518,0,1,1,0,0
12810,12810,1937,0,0,0,0,0,0,0,31,0,1,0,1,0,0,1981,0,1,1,0,0
12811,12811,14576,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2013,0,1,1,0,0
12813,12813,17131,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,1548,0,1,1,0,0
12814,12814,7447,0,0,0,0,0,0,0,39,0,0,0,1,0,0,2241,0,0,1,0,0
12817,12817,14823,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1498,0,1,1,0,0
12818,12818,2227,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1764,0,1,1,0,0
12819,12819,16815,0,0,0,0,0,0,0,27,0,1,0,1,0,0,2222,0,0,1,0,0
12821,12821,12337,0,0,0,0,0,0,0,28,0,1,0,1,0,0,1296,0,1,1,0,0
12824,12824,10302,0,0,0,0,0,0,0,74,0,0,0,1,0,0,2465,0,0,1,0,0
12825,12825,9636,0,0,0,0,0,0,0,23,0,1,0,1,0,0,1306,0,1,1,0,0
12828,12828,2202,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1139,0,1,1,0,0
12829,12829,9914,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1109,0,1,1,0,0
12830,12830,16676,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1967,0,1,1,0,0
12833,12833,10196,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2513,0,0,1,0,0
12834,12834,9122,0,0,0,0,0,0,0,55,0,1,0,1,0,0,1247,0,1,1,0,0
12837,12837,1172,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2128,0,1,1,0,0
12838,12838,14583,0,0,0,0,0,0,0,57,0,0,0,0,0,0,1631,0,1,1,0,0
12840,12840,14634,0,0,0,0,0,0,0,25,0,1,0,1,0,0,2038,0,1,1,0,0
12841,12841,4017,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,-225,0,0,1,0,0
12843,12843,13083,0,0,0,0,0,0,0,33,0,0,0,1,0,0,2051,0,1,1,0,0
12844,12844,6031,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1601,0,1,1,0,0
12847,12847,4999,0,0,0,0,0,0,0,24,0,1,0,1,0,0,572,0,0,1,0,0
12848,12848,14353,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1272,0,1,1,0,0
12849,12849,8624,0,0,0,0,0,0,0,54,0,1,0,1,0,0,1642,0,1,1,0,0
12851,12851,7510,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1468,0,1,1,0,0
12852,12852,641,0,0,0,0,0,0,0,62,0,1,0,1,0,0,1344,0,1,1,0,0
12853,12853,627,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2279,0,0,1,0,0
12854,12854,8914,0,0,0,0,0,0,0,66,0,1,0,0,0,0,14488,0,0,1,0,0
12855,12855,12160,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1272,0,1,1,0,0
12857,12857,13907,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2218,0,0,1,0,0
12858,12858,12090,0,0,0,0,0,0,0,45,0,0,0,1,0,0,2230,0,0,1,0,0
12859,12859,13299,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2318,0,0,1,0,0
12861,12861,18224,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1554,0,1,1,0,0
12862,12862,14484,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
12863,12863,491,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,316,0,0,1,0,0
12866,12866,12904,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2222,0,0,1,0,0
12867,12867,7371,0,0,0,0,0,0,0,46,0,1,0,0,0,0,2002,0,1,1,0,0
12868,12868,11250,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,1159,0,1,1,0,0
12870,12870,5056,0,0,0,0,0,0,0,28,0,0,0,1,0,0,1862,0,1,1,0,0
12872,12872,11505,0,0,0,0,0,0,0,61,0,0,0,1,0,0,2182,0,1,1,0,0
12873,12873,8689,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,2224,0,0,1,0,0
12874,12874,13174,0,0,0,0,0,0,0,25,0,1,0,0,0,0,448,0,0,1,0,0
12875,12875,4052,0,0,0,0,0,0,1,23,0,0,0,1,0,0,1190,0,1,1,0,2014
12879,12879,5217,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2226,0,0,1,0,0
12880,12880,18087,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1859,0,1,1,0,0
12881,12881,11137,0,0,0,0,0,0,0,59,0,0,0,1,0,0,2222,0,0,1,0,0
12882,12882,167,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2085,0,1,1,0,0
12883,12883,14974,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1870,0,1,1,0,0
12884,12884,6002,0,0,0,0,0,0,0,40.967773,1,1,0,0,1,0,607,0,0,1,0,0
12885,12885,15335,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1222,0,1,1,0,0
12886,12886,11294,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,812,0,1,1,0,0
12887,12887,6100,0,0,0,0,0,0,0,60,0,0,0,1,0,0,2009,0,1,1,0,0
12888,12888,5398,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,182,0,0,1,0,0
12889,12889,18780,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1209,0,1,1,0,0
12891,12891,1773,0,0,0,0,0,0,0,42,0,0,0,1,0,0,2241,0,0,1,0,0
12892,12892,18091,0,0,0,0,0,0,0,23,0,0,0,1,0,0,1273,0,1,1,0,0
12893,12893,17599,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1240,0,1,1,0,0
12895,12895,15849,0,0,0,0,0,0,0,33,0,1,0,1,0,0,-217,0,0,1,0,0
12896,12896,16568,0,0,0,0,0,0,0,25,0,0,1,1,0,0,1874,0,1,1,0,0
12897,12897,9618,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
12898,12898,13512,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2460,0,0,1,0,0
12899,12899,9821,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1680,0,1,1,0,0
12900,12900,9926,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1295,0,1,1,0,0
12901,12901,6141,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2224,0,0,1,0,0
12903,12903,2099,0,0,0,0,0,0,0,23,0,1,0,1,0,0,550,0,0,1,0,0
12906,12906,15819,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2489,0,0,0,0,0
12908,12908,13081,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,298,0,0,1,0,0
12909,12909,2190,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2486,0,0,0,0,0
12910,12910,18090,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1303,0,1,1,0,0
12911,12911,12897,0,0,0,0,0,0,0,64,0,0,0,0,0,0,1100,0,1,1,0,0
12913,12913,12373,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1300,0,1,1,0,0
12914,12914,6226,0,0,0,0,0,0,0,41,0,0,0,1,0,0,1448,0,1,1,0,0
12916,12916,4507,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1987,0,1,1,0,0
12922,12922,18499,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,1,1474.3691,1,0,1,0,0
12925,12925,10745,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1891,0,1,1,0,0
12926,12926,9567,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2183,0,1,1,0,0
12927,12927,14112,0,0,0,0,0,0,0,40,0,1,0,1,0,0,2463,0,0,1,0,0
12928,12928,5873,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1537,0,1,1,0,0
12929,12929,12673,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1517,0,1,1,0,0
12932,12932,3359,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2463,0,0,1,0,0
12933,12933,5325,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,733,0,0,1,0,0
12934,12934,6574,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,2462,0,0,1,0,0
12935,12935,17717,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1205,0,1,1,0,0
12936,12936,2529,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1322,0,1,1,0,0
12939,12939,8893,0,0,0,0,0,0,0,96,0,1,0,1,0,0,2422,0,0,1,0,0
12940,12940,1530,0,0,0,0,0,0,0,41,0,1,0,1,0,0,2150,0,1,1,0,0
12943,12943,10867,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1145,0,1,1,0,0
12944,12944,11561,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1909,0,1,1,0,0
12946,12946,10360,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1126,0,1,1,0,0
12947,12947,11198,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2223,0,0,1,0,0
12949,12949,523,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1635,0,1,1,0,0
12951,12951,6834,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2222,0,0,1,0,0
12952,12952,4471,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1282,0,1,1,0,0
12953,12953,1653,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1286,0,1,1,0,0
12954,12954,14855,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,694,0,0,1,0,0
12961,12961,9795,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,2534,0,0,1,0,0
12963,12963,3218,0,0,0,0,0,0,0,40.967773,1,1,0,0,0,0,1820,0,1,1,0,0
12964,12964,11964,0,0,0,0,0,0,0,26,0,0,0,1,0,0,759,0,0,1,0,0
12965,12965,6344,0,0,0,0,0,0,0,25,0,0,0,1,0,0,1981,0,1,1,0,0
12966,12966,10600,0,0,0,0,0,0,0,36,0,0,0,1,0,0,1324,0,1,1,0,0
12969,12969,12494,0,0,0,0,0,0,0,40.967773,1,0,1,1,0,0,1243,0,1,1,0,0
12972,12972,11418,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1247,0,1,1,0,0
12973,12973,13060,0,0,0,0,0,0,0,24,0,0,0,1,0,0,1453,0,1,1,0,0
12974,12974,1252,0,0,0,0,0,0,0,23,0,0,0,1,0,0,1523,0,1,1,0,0
12976,12976,15036,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1366,0,1,1,0,0
12978,12978,7308,0,0,0,0,0,0,0,46,0,1,0,1,0,0,4481,0,0,1,0,0
12980,12980,15117,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,855,0,1,1,0,0
12981,12981,15464,0,0,0,0,0,0,0,40.967773,1,0,0,0,0,0,1337,0,1,1,0,0
12982,12982,4432,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2231,0,0,1,0,0
12983,12983,10540,0,0,0,0,0,0,0,56,0,0,0,1,0,0,1426,0,1,1,0,0
12984,12984,18158,0,0,0,0,0,0,0,26,0,0,1,1,0,0,2236,0,0,1,0,0
12985,12985,11253,0,0,0,0,0,0,0,58,0,0,0,1,0,0,2222,0,0,1,0,0
12987,12987,3348,0,0,0,0,0,0,0,30,0,1,0,1,0,0,1161,0,1,1,0,0
12988,12988,10165,0,0,0,0,0,0,0,33,0,0,0,0,0,0,2463,0,0,0,0,0
12990,12990,10259,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,1477,0,1,1,0,0
12993,12993,8983,0,0,0,0,0,0,0,40.967773,1,0,1,0,0,0,1057,0,1,1,0,0
12996,12996,11052,0,0,0,0,0,0,0,28,0,0,1,1,0,0,2460,0,0,0,0,0
12997,12997,4674,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,109,0,0,1,0,0
12998,12998,15312,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,239,0,0,1,0,0
12999,12999,9712,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2498,0,0,0,0,0
13001,13001,3336,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2460,0,0,1,0,0
13004,13004,3914,0,0,1,0,0,0,0,40.967773,1,1,0,1,0,0,1243,0,0,0,0,2008
13005,13005,912,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1420,0,1,1,0,0
13007,13007,6789,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2463,0,0,1,0,0
13009,13009,3826,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,1187,0,1,1,0,0
13010,13010,7211,0,0,0,0,0,0,0,40.967773,1,1,0,1,0,0,2199,0,0,1,0,0
13012,13012,1821,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2226,0,0,1,0,0
13014,13014,5891,0,0,0,0,0,0,0,40.967773,1,0,0,1,0,0,2227,0,0,1,0,0
